label,text,Manual_Category
0,"If I could give Alaska Airline 0 stars I would. With all of the Airlines that i have flown with, my worst experience would be with this Airline.  First, our flight was canceled in Seattle so we decided to call reservation while waiting to  talk to a customer service agent in person.  I was a little hesitant with the customer service agent because I saw the way she was servicing the person before us. Of course no smile, no nothing, she dreaded our existence as if she did not want to be working. I asked her about our flight and she had no clue it was canceled due to maintenance, she basically told us she couldn't help us so i ask for a supervisor. The supervisor at the station had the worst attitude in customer service that I have ever encountered, believe me when i said that i stayed calm the whole time.  The supervisor did not know the reasoning for the canceled flight either until she paged someone. Her rude attitude was no acceptable. We had an event the moment we land and had to be in the Las Vegas Convention center right after so our urgency to get on the next flight was not a concern to them. I asked if it was possible to get on the next available flight or another airline, they did not want to help, they did not give us any options, no nothing. Noted the cancellation was due to maintenance and not weather related but they felt like they don't have to take ownership for it.  As to many other airlines they understand that maintenance is under their control and would find ways to help their customers.  The reasoning for not helping us was of course we are not a \""diamond member, as she stated something close to that.  We asked if it's possible to put us on stand by for the next flight, she finally did, and after we took a few steps away form the counter we heard the supervisor gossiping about the situation, yes very professional.   Feeling uneasy about the experience, the night before leaving Vegas we got down to the conference room in our hotel building  and realized they had screwed up our flight coming back from Vegas to Seattle. Of course, with the service and screw up they have given us in Seattle, we were not surprise at all. When we called reservations they tried to place the blame on something else! What a sh!t show. Alaska Airline can not take ownership of their own companies fault, they pass it around to anything that they could to make their company hold that image of being the better airline.  The no good agent and supervisors in the Seattle Airport was a joke, Please fire them. Terrible work ethic and customer service.  They represent your company and if this is the face of Alaska Airline why should we choose your mileage card compared to other Airlines? Especially with Alaska Airline's terrible service? We shared this information inside the Las Vegas Convection Center with several people and will be sharing this terrible service to many more, for even though we are not your \""Diamond members\"" we are still your customers. We made the mistake of choosing your mileage program this past year. and now we know better. We know we fly frequently enough to know better that service should not be this terrible.  It was a big surprise for us due to the fact that Alaska Airline should be one of the best and from this experience, it was the worst out of the 8 flights i have taken this year.",Travel & Tourism
4,"In the words of the effervescent and poorly dress MC Hammer this place is: Two legit, two legit to quit! Hey, hey! Two legit, two legit to quit! Hey, hey!\n\nLocated in a strip mall near the Las Vegas Convention Center, it would be very easy to overlook Firefly and run off to its more glamorous competitors...but I'm so happy we took a cab to enjoy this local favorite. The atmosphere at Firefly has a friendly and slightly frantic feel to it as it's packed to the brim with a mix of tourists and locals. We waited by the bar and met some really nice people who we chatted with and they offered us some of their food. Wow, how nice is that?!\n\nWe were seated about 5 minutes after we arrived and were taken outside to another door which opened to the other half of the restaurant. I guess they expanded but didn't knock down the wall in between. We didn't really care, we were just happy to get a table quickly! \n\nAs other reviewers have written the small plates can get pricey, especially if you've got a YELP sized appetite, but the food is delish! We ordered 10 different dishes and all you have to know is three words: Bacon wrapped dates. Do it, do it right now you fool!\n\nYelp 365 Challenge: #48/365 (The Dates)",Restaurants
4,"Countless pasties later and I'm back for an update.\n\nThe patio had some issues so the owners (who are awesome) tore out the glass top long tables outside and added huge (seats 6+) booths with flower pots on top with cushion seats and backs.\n\nThey've added more \""dessert\"" pasties, plus more side dishes and salads.\n\nSunday's now feature breakfast pasties, a bloody mary bar and mimosas.\n\nThey are doing a lot more with this location than with the original Tempe shop, which I assume is because of the added space. Whatever the reason, they are doing it right.\n\nIf you want to get the expanded Cornish Pasty Co experience, take a few extra minutes and hit the Mesa location. It WILL be worth your time.",Restaurants
2,COMPED ROOM - MARDI GRAS TOWER\n\nLast month I comped 4 free nights at Bally's. The room at Bally's was spacious. There were two things I didn't like at Bally's. First the pool was closed due to the season. Second the bridge from Bally's to The Cromwell was closed. \n\nI was excited that I was able to comp 4 free nights at Harrah's. When I checked in Monday I was given a room at the Mardi Gras Tower. To my disbelief I was shocked how small the room was. This room looked like a closet that was expanded. The room was so cramped as it appeared the bed was squished between the wall and balcony. The worst part of the room was it was located on the Strip where music was playing at the Carnival Court. When I tried to go to sleep at night I had to use earplugs. I enjoyed the vuvuzela sound four years ago at World Cup in South Africa than the noise from the Strip at night.\n\nThe reasons I didn't give a smaller rating were that I comped a room and swam at the pool.,Hotels
0,"If I could give negative i would,  frozen salty crab legs, cold food, not a single good thing I can say about this buffet, waste of 30$ per person, within 30 min of eating I'm trying to keep it down but sadly loosing the fight",Restaurants
4,"I've died and gone to Asian burger heaven!  With burgers that are high quality and entirely unique, and drinks that you'll remember (Jasmine Lemonade is a personal favorite), Bachi Burger is a can't-go-wrong place when you have a bit of money to spend.  Unfortunately the prices are bit high, so you probably won't want to eat there all the time, but with lots of specials and new things to try, there's always a reason to go back.\n\nI don't know where these other people with bad reviews ate, but I've never had a problem with the service at all.  They're always very friendly and while they could be a bit more prompt, there's no complaint here!  \n\nFirst timers should try the Truffle Parmesan Fries, Jasmine Lemonade, and the Kiki's Burger.  I recommend the Banh-Mi Burger, but it probably wouldn't be for everyone's palate.",Restaurants
1,I was expecting a little more from this place. It was a nice ambiance and as most of restaurants in Vegas are its beautifully decorated but the food was just ok. I had the pesto fettuccine dish and it was very 'woody' tasting for lack of better term and just not that good.,Restaurants
4,"Shattered my iPhone screen. He had it replaced in under 30 minutes for about $20-30 cheaper than the other shops I called. I was a little hesitant walking into a water and ice store to get my iPhone fixed, but the service was great and at an awesome price ($90 for an iPhone 5). I would recommend a friend or family member in need of a screen repair in a heartbeat.",Computer & Technology Services
3,"what a great place - stopped in for some carryout for a picnic lunch with a friend at Papago Park; it took a long time to decide what to get, it all looked so good.  Everything was delicious.",Restaurants
4,"Rare, 5 star banner.  They so deserve it!  Good food, no fuss, and friendly service!",Restaurants
3,"One of the strange things about me is the fact that I'm not religious in the slightest but I totally adore churches. \n\nI think its their calmness. Its good to get away from the shoulder barging public in edinburgh (they must mean it, I'm pretty hard to miss) to enjoy the contrast of the peace available in a church.\n\nI've been in here a couple of times and it has always impressed. Like most small churches P's&G's is fairly innocuous from the outside. All grey, square and turrety.\n\nBut inside is quite stunning. A lot money has clearly been spent refurbishing the place. It has all new pine floors and cushioned(!) seats. It looks very modern whilst it retains its original features. The stained glass windows are beautiful and the pipe organ and altar look very stately. Unlike a lot of churches it is warm and bright, all the walls are white which makes the place look a lot less like a cave than other similarly aged churches. \n\nThe thing with churches is to appreciate them you have to go inside. The banality of the outside makes you think the inside will be the same. What look like plain grey windows come to life with vibrant colours. Definetly one of my favourite artforms, stained glass is disgracefully underused. \n\nThey have successfully combined the old and the new in an interesting and tasteful way. Pop in if you're near the Playhouse and feel like some peace away from the edinburgerers.",Travel & Tourism
1,"Barnes & Noble, it's like the Wal-Mart of bookstores.  Beating down the competition of other now defunct national competitors and mom and pop type stores alike.  \n\nI'm not quite sure whether I'm in a cafe, at a newspaper stand, a book store, a CD shop, a movie house or a flea market sometimes.  With all the tables and shelves that  you have to dodge it's a bit hard to figure it out.  Feels like the place should implode on itself and then reform into an audio book about coffee.\n\nI don't know about y'all, but I'd rather buy my books from a place that has more knowledge about the merchandise they are selling than a national chain like this.",Home Services
0,"Got seated outside without a heater on a patio by ourselves. The service was incredibly slow and they still messed up my meal. Had to ask repeatedly for water, butter and a heater. They never brought a heater and we felt like we were afterthought and a bother rather than valued customers. Will definitely NOT be going back.",Restaurants
0,"I really really was hoping to give this place a great rating, but I am unable to. Whoever says these burgers taste like White Castle, has obviously never had a \""Real White Castle Burger'. Even though they were cooked fresh, they tasted old. The Red Velvet Birthday Cake really gives you the \""Birthday Feeling\"" as it tasted like melted wax candle. Not sure if they use a cream cheese base frosting, but it tasted kinda off. Everyone is different, and you may like it. I for one, will not be going back. Time to bust out the tums. My stomach feels like it is just about to let loose. #gross!!!",Restaurants
3,had a maple bacon bar for lunch and I am a fan...will be back to try other flavors...,Restaurants
3,"The TSA videos are great!  A little humor always makes the time in line pass faster. Airport is easy to get around, plenty of options for affordable eats to take on the plane or before boarding.  The best part has to be the  kiosk selling diamond jewelry in the boarding area.  Only in Las Vegas!",Travel & Tourism
0,"Slow service, expensive drinks, and food. No mints, old out dated tables and, although the manager seemed friendly it doesn't make up for the fact that this place charges a lot for food that is less than average. Oh wrll, probably won't be eating here again so, it doesn't matter to me but for those of you who are thinking about it...I say think of someplace else.",Restaurants
1,"Not impressed one bit.  With so much competition nearby you need to separate yourself and this place did not.  The food is your typical bar food. Nothing that stands out. A place like this needs service and it was lacking. Our appetizer was delivered after our meals and only because we asked about it. How hard is it to bring out tortilla chips and guacamole? The answer we got. \""Sorry.\""  Fortunately I asked that they not charge us and they obliged. Look elsewhere unless your desperate.  Maybe I'm negative since the Bears lost but there is better things around.",Restaurants
0,"I was not aware that this place charges $.50 an ounce for their yogurt.  Haven't been there in a while before today, but this was definitely much pricier than last time we visited. They do not post the price on the wall like they used to so beware!  I was shocked to spend just under $25 on yogurt for myself and my three kids.  I have also never been impressed with the yogurt selection here but it is the closest yogurt shop to our house.  Last point--I think it's a little stingy for them to get your samples for you and agree its gross that they put their dirty hands all over the little cup that you put in your mouth. I don't think any other self serve yogurt places get your samples like this.  We won't be returning unless there is a great deal on Groupon.",Restaurants
4,"Dr. Frank Wolf delivers what he promises.  On time appointments (he is respectful of your time) and painless dentistry.  State of the art equipment, caring staff, and oh so Painless.  Today I had a lengthly procedure done and experienced no pain whatsoever.  I went to work afterward and expected some discomfort, but, much to my surprise, no pain of discomfort at all.  I have had dentists in the past that make you wait 30-40 minutes in the waiting room, and then seemingly rush you through a procedure.  But, Dr. Wolf takes time to explain what needs to be done, how long it will take and how much it will cost.  I am extremely satisfied with his manner and approach to dentistry.  No waiting, compassionate care, and quality dentistry.  I would highly recommend Dr. Wolf to anyone looking for a GREAT dentist.",Medical Services
1,"Well after a 30 minute wait for 4 sandwiches (Thursday Dec.5 , 2013) I decided that I made a better pastrami sandwich. Way over priced for such little meat on the bread and they even forgot the top to one of our sandwiches. After the time, the price and then to come home to use square sandwich bread...... a definite will not do that again lesson learned.",Restaurants
3,"So I've never been a big UV ray type tan girl. I'm more of a spray tan type of girl. After trying out their spray tan that they recommended, I definitely rocked the oompa loompa glow for a couple of days. Don't worry, it wears off! Anyways, I finally took the recommendation of the front desk girl, and now I'm tan! I definitely recommend the product lines they have and the twilight teeth is amazing! \nThe front desk girls are always extremely friendly which is a first for me to experience at all the tanning salons I've visited. Not only will they give you recommendations on what products you should use, they teach you on how to do everything. \nI definitely recommend this place, yes its pricey, but its totally worth it. Plus its next to my favorite sushi place so I love it!",Salons/Barbershops
0,"Raucherbar = No-Go, auch mit \""L\u00fcftung\"".\nSorry aber so komme ich nicht wieder, auch wenns lecker ist.",Restaurants
2,"Apparently \""animal style\"" fries are all the rage at this In-N-Out Burger...I hardly saw a customer walk by without their fries smothered in cheese, grilled onions and secret sauce.  Definitely my first time every experiencing this phenomenon, and I happen to be a long time patron of the In-N-Out establishment.\n\nYa learn something new everyday....",Restaurants
1,"Typical bro bar. but great food.\n\nLets Start out with the good:\nI Looove their chicken Quesadillas. I eat there everytime i do girls night out on mill.\n\nNow the bad:\nThis place is a Brodeo. everytime im in their im the ONLY GIRL there. The Bouncers are Egotistical douches. The guys there are a bunch of billflipping Metal mulisha/stars and straps wearing BROs. I gotta get out of AZ. The food servers are nice tho. The Bartenders Suck I dont know why anyone would allow people so slow to be bartenders. Some guy called fish was OK but slow. then there was this completely retarded blonde girl who was obviously hired for her looks I mean shes a complete Bro-Ho Bitch. Rude, Slow, i mean ur a bartender not a spokesmodel. UHHHH! whatever. Its a miserable experience, but ill keep coming back for the quesadillas. \n\nanyway I just turned 21 and will be reviewing all the bars on mill like Que Club, Robbies and Zuma which r awesome! and cherry and margarita rocks which suck.",Bars
4,Another great Starbucks location!  The staff is very welcoming and they remember like things about you to be a little personal.  I usually have my drink ready for me when I get through the line and I know I can expect excellence everytime I stop there.,Coffee Shops
1,"Not impressive. Our waiter was a total tool, a young kid who pretty much ignored us most of our meal.  Im not sure if he was new or just dumb.\n\n1. Neglected to bring us the complimentary bread.\n2. We requested lemons to go along with our waters, failed there.\n3. Our drinks were not a priority of his, chatting up other waiters was more important.\n4. We ordered appetizers for our table of 4 to share, he neglected to mention that appetizers would only be enough for each of us to taste a small morsel.\n5. Never came by during our meal or after to check on us.\n6. Hald of our pizza was burned on the crust. Normally I would chalk this up as an \""it happens\"" but it seeing how the rest of our experience was going I was peeved.\n7. We waited for a good 15 minutes after finishing our meal for him to finally come by and ask if we were ready for the check. Then we waited another 20 minutes, deciding finally to go ahead and flag down the manager to run the card.\n\nWe did express to the manager, Danny that our meal wasnt quite what we had expected. He listened and did seem genuinely concerned, even stepping outside the restaurant as we were leaving and offering us complimentary dessert.\n\nNice effort on his part, but the whole conversation with him was a little awkward.\n\nOverall, you can probably guess that I think the service was terrible, and to be honest for the price the portions were meager. \n\nI had heard good reviews about this place and was eager to try it, but based upon my recent experience I dont think I will be returning.",Restaurants
1,"We have stated at flamingo twice now. The first time, we felt we got our money's worth, we paid $40/night and it was okay. The second time, we were extremely disappointed! We just came back from spring break where they only had the family pool open! They squeezed hundreds of people into a pool meant for only about 100 people. We were all sitting on the cement, in stair cases, wherever we could find a spit for our butts. On SPRING BREAK! They had their huge 21 and over pool closed on spring break!! Needless to say, we were extremely disappointed as we came to Vegas on spring break for some pool time parties. There were no signs to let us know that either, no pre-warning of any kind. Second, this is a hotel who 2 years ago said charging resort fees was wrong. Guess who charges resort fees now?! And not only that, but they charged me $129 security deposit to make sure my $60 resort fees went through okay. What?! Third, there were countless things wrong in our room including huge holes in doors. We definitely will not be back. Stay at Mlife resorts in Vegas.",Hotels
4,I love this place!  Very friendly and helpful.  And they carry hard to find supplements like GLEE!  It keeps me going!,Home Services
4,"We walked to hell and back to get here... all the way from the Mirage! It was long but we were happy to get seated immediately and have a frosty peachy sangria. It was delicious and came in a large glass. Yum! Very good for a sweet sangria lover. We also started with guacamole, which was good. Loved the chips here, as they were just salty enough. They bring you 3 kinds of salsa, and our waitress also brought us a very hot version, which my friend enjoyed more than I, as I'm not a spice lover. The guacamole portion was huge! \n\nI ordered the plantain empanadas, and my friend ordered the vegetable quesadilla. We didn't think we'd be able to eat an entree after all those chips and guacamole. Plus the heat had gotten to us and we weren't as hungry as we could've been. Our waitress recommended the empanadas, as I was on the fence about what I wanted. She described them as sweet and salty. The \""dough\"" instead of being dough was from plantain, and they were stuffed with black beans, cheese, and poblanos. They were really delicious! My friend enjoyed her quesadilla, which was huge and came with more guac and sour cream, plus pico de gallo. \n\nWe ordered a brownie dessert to share, and it was large! It came with ice cream and was rich and delicious.\n\nOur service here was the crowning jewel. Jamie was our server and she rocked! She was personable, gave great service, chatted with us and gave us great recommendations. She was the best server we had in Vegas. \n\nWe'd definitely come back (and take a cab next time)!",Restaurants
1,"For nightlife Westgate is about as good as it gets on this side of town - and that's just not good enough! It feels like a shopping mall of corporate bars. Seriously, if you are visiting from out of town and you want to have some adult fun - you MUST visit Old Town Scottsdale - the best bars, clubs, restaurants, art and live entertainment. Please don't judge our beloved valley by the west side!",Travel & Tourism
0,"This is a follow-up review to my original one star review. As you can see my rating hasn't change, I was really hoping it would. But, unfortunately I cannot in good faith increase my star rating or delete my review after the irate conversation with the owner Lindsay Smith. \n\nAs you read in my original review, after purchasing a booklet of deals I had a horrible experience. When I tried coming in for my second appointment, I was disappointed once again. Now, you could very easily ask why I would ever make a third appointment, well that's simple, my services were already paid for and after complaining three times (on the phone, via Facebook and in person) I was assured I would not have the same stylist as my first two visits. I understand that just because the salon hired one guy who can't cut hair and is extremely rude, that doesn't mean the rest of the staff is that way. So, I scheduled an appointment for Saturday, Feb 1st.  \n\nOn the Thursday prior I received a call from the owner asking me why I scheduled an appointment after leaving a one-star review (2 weeks prior). I explained that I had essentially already \""pre-paid\"" for my services and that I was going into my appointment with an open mind. I was hoping I would leave with fantastic hair and would then be more than happy to rewrite my review. Lindsey didn't see it that way. She made it very clear she wanted that review removed, claiming it was \""unfair\"" for her. I told her I could not just remove my review because she asked me to, that I would be happy to change it after my appointment or if she made things right and just refunded what I paid for my booklet. She explained she was canceling my appointment, that she did not want me in my salon simply because I gave her a negative review and said she would contact the third party I purchased my booklet from for a refund. \n\nLindsay called me again that night to remind me I no longer had an appointment (I heard you the first time) and that she spoke with the third party and I would NOT be getting a refund. She insisted I remove my review since in her opinion it was slander, claimed she had already talked to her attorney about this. Well guess what, you can't bully someone into removing a review you don't like!!! She repeatedly blamed me for being in this situation, saying I should have contacted her. However, I informed her salon of my problem on 3 separate occasions, it is NOT my fault if your staff does not inform you there was a problem and you have a client that's extremely upset. The fault lies with your staff not informing a manager like they stated they would, it lies with your stylist whom I wouldn't let groom a homeless dog and you for having NO clue how to run a business. Based on the filtered 1-star reviews I'm not the first to be dissatisfied and unfortunately I will likely not be the last. \n\nTo cancel my appointment simply because you do not like my review is not very professional (or mature), a real business owner would have wanted me to come back in to show me that her company is better than this. Instead, (to no surprise) she threw a fit and hung up on me when I refused to delete my review. Very unprofessional!! \n\nIn the end, I never got my money back. She claims that the $50 I spent on the booklet was less expensive than a $65 hair cut there, which would make sense if I had actually left with a decent haircut and didn't have to go elsewhere for it to be fixed. \n\nAdditionally, they are advertising services they do not have. The booklet included services for a manicure and a pedicure but for months I have been unable to schedule one because they cannot seem to keep a nail tech on staff...I wonder why??\n\nOne more thing, please read the previous 5 star reviews. Some are employees (they said so in their review) and others are clearly either friends of the salon or work there themselves. There are too many reviews where this is their only review. They don't have a yelp photo, didn't complete their profile, don't have any friends and this is their only review. Seems mighty suspicious to me. But, if that's how Lindsey feels she needs to portray her business, she's only hurting herself.",Salons/Barbershops
0,Food was just so so. Just make sure you check your credit card or bank online to make sure amount doesnt differ. Small amount but it is the principle of the matter. Maybe I didn't tip enough but it's not up to the waitress to decide that! Isnt that illegal to do?,Restaurants
2,"40/40 has potential.  Maybe it was just the night that we were there, but my friends and I didn't really enjoy it.  We got in quickly, but then only stayed for a little bit because of the music...it was SO LOUD.  I don't mind it when the music is cranked up, but this was uncomfortably loud.  Like, feel- the-tip-of-your-nose-vibrate loud (no, I'm not making that up).  Make-you-nauseated loud.  \""I want to leave NOW\"" loud.  So yeah, we left.  \n\nI think it would be an awesome place to watch a big game, though.  They have huge screens everywhere, and a big VIP area with stadium seating (at least, I think that was VIP).  I imagine it would be a lot of fun for the Super Bowl.",Bars
0,"I've never been a fan, ever since I was here years ago and they tried to get me to buy a package, I said no and they flunked up my car.  My (x) husband came back weeks later for a $10 car wash, and left with the $180 package each - for both of our cars!! Yeah, saw him coming a mile away!  I hate the sales pitches. Just give me the half assed car wash.  We just moved back, I have my CA plates, needed to get all of the collective I-5 amd I-10 bugs off my grill, and was blown away with the \""fear\"" that they use for the poor out of state people \""The paint is being eaten off with the bugs enzymes...\"". Lmfao! I can't imagine how much they make off of the snowbirds!  Go to TNT across the street.  I need to remember to do the same.",Auto Repair
4,really authentic Thai food and nice service. I really like this place a lot,Restaurants
4,I think everyone knows this by now but they deserve a good review just like any other small biz. This place rarely disappoints. I love the fresh crisp lettuce and perfect thick slices of tomato. Went with my fries animal style tonight and the taste was amazing as always. Thank you in and out for always be consistent with good food and great service with a smile.,Restaurants
0,"Prices are not bad but selection could be better. I hate the fact that I have to look at the guys broken leg and exposed bandage on his calf though. Place seem to attract seedy types makes me feel like I live in belleview. Finally place has a scent that rivals Jeffery dahmers old apartment. They need to smile more and lighten up on there indifferent attitude or I go to blockbusters and take business with me. P.S. This place prays on you with bogus late fees and DVDs that have a fingerprint on them, they also up charge you on expired candies bought from the dollar store and over priced soft drinks that you can by at bashas for a lot less. And how do you not carry boogie nights on DVD I mean really?????!!! \n\nSigned,\n\nRock star superstar.",Restaurants
3,"Good service, good food, good beer, and textbook Americanized Irish pub feel.  If I have to go to Boca Park for happy hour, this is where I usually try to steer the event.  I like the laid back atmosphere and playing a little keno while I sip my Guiness.\n\nNot much else to tell...",Restaurants
1,"The quality of the food here is pretty consistent and good BUT the last few trips to Sauce in Chandler have produced meals that are barely warm and the portion size has shrunk to the size of a kids meal. :(  Unfortunately, tonight we had to send two meals back - both were lukewarm at best.",Restaurants
1,"We arrived at approximately 8:15pm on a Saturday night and wanted to sit outside. The person greeting us proceeded to tell us that they had just closed the patio, due to a holiday weekend so that the staff could leave early.  We were concerned about keeping people, so we were ready to leave, when she adamantly stated that we could still be served.  I specifically told her that we did not want to keep them from closing early.  She insisted, and so we were seated inside.  Halfway through our meal, which was approximately 30 minutes, servers were blowing out candles on surrounding empty tables, and a sense of urgency upon our server and assistants, to clear and move us along was extremely evident.  Our entire table consisted of restaurant management and service industry individuals, and this was extremely annoying to all of us.  We requested a manager, and he arrived at our table without an introduction.  He offered an apology, told us to stay as long as we wanted, and walked away.  Really???  Work on your attention to customer service Dolce.  You may pay an admirable amount of attention to your pasta, but you have a lot to work on when it comes to customer service.",Restaurants
0,"I was really disappointed about our experience at seafood shack. We came here to dine one night after feeling too tired to cook something. The experience started with NO HOST at the entrance -- hmm, are we suppose to seat ourselves? But why do they have a host booth? Finally someone came to help us get settled. I requested for a table with booth since our kids manage to fall off any regular chair whenever we're at a restaurant coz of their non-stop playing while waiting for the food. The spacing between tables were TOO CLOSE. You could literally hear the next table's conversation even if you don't intend to do so. We were given menu but the waiter too forever to get our order because he was too busy flirting with a bunch of customers who came in way later than we did. When he did finally get our order, he was in so much hurry. I had to ask him to repeat what I said just to make sure he got what I ordered. \nThe waiting time was OKAY. But guess what, the other table who came later & ordered later than we did GOT THEIR FOOD FIRST! Really dude?! Really..I wanna just get up and leave but I we waited too long & too hungry to leave. Thinking the food was gonna be good, we stayed -- but IT WAS A DISASTER!! Man! We should've just walked away!! My pasta was too salty & the steak was too tough. Our son's tilapia with pilaf rice & the 2 dozen raw oysters were the only decent food on the table. I am never going back again. Staff needs to get retrained on proper costumer care & HOW TO PRIORITIZE clients. Prices were too steep for the quality of food we ordered. Stay away. Too overrated.",Restaurants
2,"I had been to Chic Nails once before.  They have great hours and generally you can always walk in and not wait.  We went to Chic Nails today because they do offer Gel nail polish and my friend wanted Gel.\n\nI believe the owner is the older gentleman and I was with the daughter.  I got a standard manicure and my friend got Gel.  The manicure was nice, the girl was gentle, but could have cleaned up the hang nails a little better.  There was an older woman there doing pedicures and she took over painting my nails from the young girl.  I don't know who the older lady was, -- But she was AWESOME.  You can tell who painted which hand.\n\nPrice was spot on, I paid $12 for a manicure and left $!0 in a tip.  I wish I had not worn jeans or I would have gotten a pedicure as well.  There pedicure chairs look really nice and each has a pillow.\n\nProps to the magazine selection.  They had all the recent issues of fashion and gossip rags.  Also they must have 200 colors to pick from.  OPI, China Glaze and a couple other brands.\n\nI would definitely go back, the only wish is the mani chairs are line against the wall, so if you are with a girlfriend they sit in front of you not next to you.\n\nPS they DO NOT WAX - I am in dire need of an eyebrow wax.\nPSS this is the nail place along 44th that I have found that takes AMEX",Salons/Barbershops
